,datestamp,co2
1081,1978-12-16,335.1
1082,1978-12-23,335.1
1083,1978-12-30,335.3
1084,1979-01-06,335.3
1085,1979-01-13,335.9
1086,1979-01-20,336.8
1087,1979-01-27,336.9
1088,1979-02-03,336.9
1089,1979-02-10,336.5
1090,1979-02-17,336.7
1091,1979-02-24,336.7
1092,1979-03-03,337.1
1093,1979-03-10,337.7
1094,1979-03-17,337.4
1095,1979-03-24,339.0
1096,1979-03-31,338.8
1097,1979-04-07,338.1
1098,1979-04-14,338.6
1099,1979-04-21,339.2
1100,1979-04-28,339.6
1101,1979-05-05,339.3
1102,1979-05-12,338.8
1103,1979-05-19,339.8
1104,1979-05-26,339.6
1105,1979-06-02,339.9
1106,1979-06-09,339.5
1107,1979-06-16,338.9
1108,1979-06-23,338.9
1109,1979-06-30,339.0
1110,1979-07-07,338.2
1111,1979-07-14,337.8
1112,1979-07-21,337.3
1113,1979-07-28,336.8
1114,1979-08-04,337.0
1115,1979-08-11,336.5
1116,1979-08-18,336.1
1117,1979-08-25,334.5
1118,1979-09-01,334.4
1119,1979-09-08,334.0
1120,1979-09-15,334.2
1121,1979-09-22,333.2
1122,1979-09-29,334.1
1123,1979-10-06,334.1
1124,1979-10-13,333.9
1125,1979-10-20,333.7
1126,1979-10-27,334.1
1127,1979-11-03,334.7
1128,1979-11-10,334.8
1129,1979-11-17,335.5
1130,1979-11-24,335.6
1131,1979-12-01,335.9
1132,1979-12-08,336.5
1133,1979-12-15,336.7
1134,1979-12-22,336.8
1135,1979-12-29,337.4
1136,1980-01-05,337.6
1137,1980-01-12,337.4
1138,1980-01-19,338.3
1139,1980-01-26,338.4
1140,1980-02-02,338.0
1141,1980-02-09,338.1
1142,1980-02-16,338.6
1143,1980-02-23,338.2
1144,1980-03-01,339.3
1145,1980-03-08,339.5
1146,1980-03-15,340.0
1147,1980-03-22,340.5
1148,1980-03-29,341.0
1149,1980-04-05,340.4
1150,1980-04-12,340.9
1151,1980-04-19,340.7
1152,1980-04-26,341.0
1153,1980-05-03,341.5
1154,1980-05-10,341.3
1155,1980-05-17,341.3
1156,1980-05-24,340.9
1157,1980-05-31,341.7
1158,1980-06-07,341.3
1159,1980-06-14,341.3
1160,1980-06-21,340.8
1161,1980-06-28,340.4
1162,1980-07-05,340.4
1163,1980-07-12,339.7
1164,1980-07-19,338.5
1165,1980-07-26,338.9
1166,1980-08-02,337.9
1167,1980-08-09,337.7
1168,1980-08-16,337.7
1169,1980-08-23,337.7
1170,1980-08-30,337.0
1171,1980-09-06,336.6
1172,1980-09-13,335.7
1173,1980-09-20,335.2
1174,1980-09-27,336.0
1175,1980-10-04,335.8
1176,1980-10-11,335.8
1177,1980-10-18,336.1
1178,1980-10-25,336.4
1179,1980-11-01,336.6
1180,1980-11-08,336.9
1181,1980-11-15,337.1
1182,1980-11-22,337.3
1183,1980-11-29,337.4
1184,1980-12-06,337.7
1185,1980-12-13,338.1
1186,1980-12-20,338.3
1187,1980-12-27,338.7
1188,1981-01-03,338.9
1189,1981-01-10,339.1
1190,1981-01-17,339.3
1191,1981-01-24,339.3
1192,1981-01-31,339.5
1193,1981-02-07,340.5
1194,1981-02-14,340.0
1195,1981-02-21,340.2
1196,1981-02-28,341.1
1197,1981-03-07,340.7
1198,1981-03-14,341.0
1199,1981-03-21,341.8
1200,1981-03-28,342.1
1201,1981-04-04,342.4
1202,1981-04-11,342.4
1203,1981-04-18,342.7
1204,1981-04-25,342.3
1205,1981-05-02,342.9
1206,1981-05-09,343.0
1207,1981-05-16,342.8
1208,1981-05-23,342.7
1209,1981-05-30,342.7
1210,1981-06-06,342.6
1211,1981-06-13,342.5
1212,1981-06-20,341.8
1213,1981-06-27,341.6
1214,1981-07-04,341.0
1215,1981-07-11,340.8
1216,1981-07-18,339.7
1217,1981-07-25,340.2
1218,1981-08-01,339.5
1219,1981-08-08,338.9
1220,1981-08-15,338.4
1221,1981-08-22,337.5
1222,1981-08-29,337.7
1223,1981-09-05,337.2
1224,1981-09-12,337.0
1225,1981-09-19,336.7
1226,1981-09-26,335.9
1227,1981-10-03,336.3
1228,1981-10-10,336.6
1229,1981-10-17,337.1
1230,1981-10-24,337.2
1231,1981-10-31,337.5
1232,1981-11-07,337.8
1233,1981-11-14,338.1
1234,1981-11-21,338.5
1235,1981-11-28,339.3
1236,1981-12-05,339.2
1237,1981-12-12,339.4
1238,1981-12-19,339.6
1239,1981-12-26,340.2
1240,1982-01-02,340.2
1241,1982-01-09,340.3
1242,1982-01-16,340.7
1243,1982-01-23,341.1
1244,1982-01-30,341.2
1245,1982-02-06,341.9
1246,1982-02-13,341.1
1247,1982-02-20,341.1
1248,1982-02-27,342.1
1249,1982-03-06,342.6
1250,1982-03-13,342.6
1251,1982-03-20,342.7
1252,1982-03-27,342.8
1253,1982-04-03,342.9
1254,1982-04-10,343.3
1255,1982-04-17,343.5
1256,1982-04-24,344.2
1257,1982-05-01,343.8
1258,1982-05-08,343.6
1259,1982-05-15,344.2
1260,1982-05-22,344.1
1261,1982-05-29,344.1
1262,1982-06-05,343.4
1263,1982-06-12,343.5
1264,1982-06-19,343.4
1265,1982-06-26,342.9
1266,1982-07-03,342.5
1267,1982-07-10,342.0
1268,1982-07-17,342.0
1269,1982-07-24,341.8
1270,1982-07-31,341.3
1271,1982-08-07,340.5
1272,1982-08-14,340.0
1273,1982-08-21,339.7
1274,1982-08-28,338.3
1275,1982-09-04,338.8
1276,1982-09-11,338.6
1277,1982-09-18,337.8
1278,1982-09-25,336.9
1279,1982-10-02,337.3
1280,1982-10-09,338.0
1281,1982-10-16,337.6
1282,1982-10-23,337.9
1283,1982-10-30,338.7
1284,1982-11-06,338.4
1285,1982-11-13,339.2
1286,1982-11-20,339.7
1287,1982-11-27,339.8
1288,1982-12-04,339.8
1289,1982-12-11,340.4
1290,1982-12-18,340.7
1291,1982-12-25,340.8
1292,1983-01-01,340.9
1293,1983-01-08,341.4
1294,1983-01-15,341.5
1295,1983-01-22,341.2
1296,1983-01-29,341.7
1297,1983-02-05,342.0
1298,1983-02-12,342.7
1299,1983-02-19,342.5
1300,1983-02-26,342.8
1301,1983-03-05,342.3
1302,1983-03-12,342.5
1303,1983-03-19,344.0
1304,1983-03-26,343.8
1305,1983-04-02,344.0
1306,1983-04-09,344.8
1307,1983-04-16,345.0
1308,1983-04-23,345.3
1309,1983-04-30,345.4
1310,1983-05-07,345.4
1311,1983-05-14,345.7
1312,1983-05-21,345.8
1313,1983-05-28,345.7
1314,1983-06-04,345.6
1315,1983-06-11,345.6
1316,1983-06-18,345.0
1317,1983-06-25,344.9
1318,1983-07-02,344.7
1319,1983-07-09,344.5
1320,1983-07-16,343.7
1321,1983-07-23,343.6
1322,1983-07-30,342.6
1323,1983-08-06,343.0
1324,1983-08-13,341.7
1325,1983-08-20,342.1
1326,1983-08-27,341.8
1327,1983-09-03,339.9
1328,1983-09-10,339.9
1329,1983-09-17,339.8
1330,1983-09-24,339.9
1331,1983-10-01,339.8
1332,1983-10-08,339.7
1333,1983-10-15,340.1
1334,1983-10-22,340.2
1335,1983-10-29,340.3
1336,1983-11-05,340.8
1337,1983-11-12,341.0
1338,1983-11-19,341.1
1339,1983-11-26,341.7
1340,1983-12-03,341.8
1341,1983-12-10,342.8
1342,1983-12-17,343.3
1343,1983-12-24,343.6
1344,1983-12-31,343.4
1345,1984-01-07,343.7
1346,1984-01-14,343.4
1347,1984-01-21,343.5
1348,1984-01-28,344.1
1349,1984-02-04,344.3
1350,1984-02-11,344.5
1351,1984-02-18,344.3
1352,1984-02-25,344.6
1353,1984-03-03,344.8
1354,1984-03-10,344.9
1355,1984-03-17,345.4
1356,1984-03-24,345.6
1357,1984-03-31,
1358,1984-04-07,
1359,1984-04-14,
1360,1984-04-21,
1361,1984-04-28,347.4
1362,1984-05-05,347.4
1363,1984-05-12,347.7
1364,1984-05-19,347.3
1365,1984-05-26,347.0
1366,1984-06-02,347.0
1367,1984-06-09,347.0
1368,1984-06-16,346.8
1369,1984-06-23,346.3
1370,1984-06-30,346.2
1371,1984-07-07,345.8
1372,1984-07-14,345.4
1373,1984-07-21,345.2
1374,1984-07-28,344.4
1375,1984-08-04,344.0
1376,1984-08-11,344.1
1377,1984-08-18,343.1
1378,1984-08-25,342.0
1379,1984-09-01,341.6
1380,1984-09-08,340.6
1381,1984-09-15,341.3
1382,1984-09-22,341.3
1383,1984-09-29,340.8
1384,1984-10-06,341.1
1385,1984-10-13,341.3
1386,1984-10-20,341.9
1387,1984-10-27,341.6
1388,1984-11-03,342.0
1389,1984-11-10,342.6
1390,1984-11-17,343.1
1391,1984-11-24,343.7
1392,1984-12-01,343.6
1393,1984-12-08,343.9
1394,1984-12-15,344.2
1395,1984-12-22,344.5
1396,1984-12-29,344.5
1397,1985-01-05,344.7
1398,1985-01-12,345.0
1399,1985-01-19,345.0
1400,1985-01-26,345.0
1401,1985-02-02,345.9
1402,1985-02-09,345.5
1403,1985-02-16,345.8
1404,1985-02-23,346.3
1405,1985-03-02,346.7
1406,1985-03-09,347.1
1407,1985-03-16,347.5
1408,1985-03-23,347.7
1409,1985-03-30,348.2
1410,1985-04-06,348.0
1411,1985-04-13,348.0
1412,1985-04-20,348.5
1413,1985-04-27,348.8
1414,1985-05-04,348.8
1415,1985-05-11,349.3
1416,1985-05-18,349.1
1417,1985-05-25,348.1
1418,1985-06-01,349.0
1419,1985-06-08,348.4
1420,1985-06-15,348.2
1421,1985-06-22,347.9
1422,1985-06-29,347.4
1423,1985-07-06,346.9
1424,1985-07-13,346.8
1425,1985-07-20,346.4
1426,1985-07-27,345.7
1427,1985-08-03,
1428,1985-08-10,344.7
1429,1985-08-17,344.5
1430,1985-08-24,344.3
1431,1985-08-31,343.7
1432,1985-09-07,344.2
1433,1985-09-14,343.3
1434,1985-09-21,342.4
1435,1985-09-28,342.1
1436,1985-10-05,342.4
1437,1985-10-12,342.5
1438,1985-10-19,343.1
1439,1985-10-26,343.2
1440,1985-11-02,343.3
1441,1985-11-09,343.7
1442,1985-11-16,344.2
1443,1985-11-23,344.6
1444,1985-11-30,345.3
1445,1985-12-07,345.3
1446,1985-12-14,345.6
1447,1985-12-21,345.1
1448,1985-12-28,346.3
1449,1986-01-04,346.4
1450,1986-01-11,346.0
1451,1986-01-18,346.2
1452,1986-01-25,346.4
1453,1986-02-01,346.2
1454,1986-02-08,346.8
1455,1986-02-15,347.1
1456,1986-02-22,347.2
1457,1986-03-01,347.0
1458,1986-03-08,346.6
1459,1986-03-15,347.2
1460,1986-03-22,349.1
1461,1986-03-29,348.8
1462,1986-04-05,349.2
1463,1986-04-12,349.4
1464,1986-04-19,349.3
1465,1986-04-26,350.2
1466,1986-05-03,349.9
1467,1986-05-10,350.1
1468,1986-05-17,350.2
1469,1986-05-24,350.1
1470,1986-05-31,350.1
1471,1986-06-07,349.7
1472,1986-06-14,349.5
1473,1986-06-21,349.4
1474,1986-06-28,348.9
1475,1986-07-05,348.6
1476,1986-07-12,347.7
1477,1986-07-19,347.6
1478,1986-07-26,347.4
1479,1986-08-02,346.6
1480,1986-08-09,346.2
1481,1986-08-16,345.5
1482,1986-08-23,345.6
1483,1986-08-30,345.2
1484,1986-09-06,345.0
1485,1986-09-13,345.3
1486,1986-09-20,344.4
1487,1986-09-27,344.5
1488,1986-10-04,343.9
1489,1986-10-11,344.1
1490,1986-10-18,343.9
1491,1986-10-25,344.5
1492,1986-11-01,345.1
1493,1986-11-08,345.3
1494,1986-11-15,345.6
1495,1986-11-22,345.7
1496,1986-11-29,346.4
1497,1986-12-06,346.9
1498,1986-12-13,346.7
1499,1986-12-20,346.9
1500,1986-12-27,347.0
1501,1987-01-03,347.6
1502,1987-01-10,348.3
1503,1987-01-17,348.2
1504,1987-01-24,347.9
1505,1987-01-31,348.0
1506,1987-02-07,347.9
1507,1987-02-14,348.2
1508,1987-02-21,348.5
1509,1987-02-28,349.4
1510,1987-03-07,348.8
1511,1987-03-14,349.2
1512,1987-03-21,349.7
1513,1987-03-28,350.2
1514,1987-04-04,350.8
1515,1987-04-11,350.2
1516,1987-04-18,351.1
1517,1987-04-25,351.3
1518,1987-05-02,351.4
1519,1987-05-09,352.0
1520,1987-05-16,351.7
1521,1987-05-23,351.9
1522,1987-05-30,351.7
1523,1987-06-06,351.6
1524,1987-06-13,351.1
1525,1987-06-20,351.0
1526,1987-06-27,350.9
1527,1987-07-04,349.7
1528,1987-07-11,349.8
1529,1987-07-18,348.8
1530,1987-07-25,349.5
1531,1987-08-01,349.0
1532,1987-08-08,348.1
1533,1987-08-15,348.6
1534,1987-08-22,348.0
1535,1987-08-29,346.7
1536,1987-09-05,347.0
1537,1987-09-12,346.6
1538,1987-09-19,346.2
1539,1987-09-26,345.8
1540,1987-10-03,345.7
1541,1987-10-10,346.3
1542,1987-10-17,346.5
1543,1987-10-24,346.8
1544,1987-10-31,346.9
1545,1987-11-07,347.3
1546,1987-11-14,347.6
1547,1987-11-21,348.1
1548,1987-11-28,348.7
1549,1987-12-05,348.6
1550,1987-12-12,348.8
1551,1987-12-19,349.1
1552,1987-12-26,349.2
1553,1988-01-02,349.7
1554,1988-01-09,350.2
1555,1988-01-16,350.2
1556,1988-01-23,350.7
1557,1988-01-30,351.2
1558,1988-02-06,351.8
1559,1988-02-13,351.3
1560,1988-02-20,351.5
1561,1988-02-27,352.5
1562,1988-03-05,352.8
1563,1988-03-12,351.8
1564,1988-03-19,351.7
1565,1988-03-26,352.2
1566,1988-04-02,353.1
1567,1988-04-09,353.5
1568,1988-04-16,353.1
1569,1988-04-23,354.0
1570,1988-04-30,354.2
1571,1988-05-07,353.7
1572,1988-05-14,354.3
1573,1988-05-21,354.5
1574,1988-05-28,354.2
1575,1988-06-04,354.1
1576,1988-06-11,354.2
1577,1988-06-18,353.6
1578,1988-06-25,353.1
1579,1988-07-02,353.0
1580,1988-07-09,352.5
1581,1988-07-16,352.6
1582,1988-07-23,351.9
1583,1988-07-30,351.1
1584,1988-08-06,350.9
1585,1988-08-13,350.3
1586,1988-08-20,350.4
1587,1988-08-27,349.6
1588,1988-09-03,349.3
1589,1988-09-10,348.7
1590,1988-09-17,348.9
1591,1988-09-24,348.1
1592,1988-10-01,348.8
1593,1988-10-08,348.8
1594,1988-10-15,348.6
1595,1988-10-22,349.4
1596,1988-10-29,349.2
1597,1988-11-05,349.7
1598,1988-11-12,349.8
1599,1988-11-19,350.1
1600,1988-11-26,350.4
1601,1988-12-03,350.5
1602,1988-12-10,351.0
1603,1988-12-17,351.6
1604,1988-12-24,351.3
1605,1988-12-31,352.4
1606,1989-01-07,352.7
1607,1989-01-14,352.9
1608,1989-01-21,352.5
1609,1989-01-28,353.0
1610,1989-02-04,352.8
1611,1989-02-11,352.6
1612,1989-02-18,353.2
1613,1989-02-25,353.4
1614,1989-03-04,353.1
1615,1989-03-11,353.4
1616,1989-03-18,353.5
1617,1989-03-25,354.4
1618,1989-04-01,354.5
1619,1989-04-08,355.0
1620,1989-04-15,355.4
1621,1989-04-22,356.0
1622,1989-04-29,355.9
1623,1989-05-06,355.3
1624,1989-05-13,355.8
1625,1989-05-20,355.6
1626,1989-05-27,355.7
1627,1989-06-03,355.8
1628,1989-06-10,355.0
1629,1989-06-17,354.8
1630,1989-06-24,354.9
1631,1989-07-01,354.5
1632,1989-07-08,354.7
1633,1989-07-15,353.8
1634,1989-07-22,353.1
1635,1989-07-29,353.2
1636,1989-08-05,352.6
1637,1989-08-12,352.2
1638,1989-08-19,351.1
1639,1989-08-26,350.4
1640,1989-09-02,350.7
1641,1989-09-09,350.2
1642,1989-09-16,349.4
1643,1989-09-23,349.3
1644,1989-09-30,349.7
1645,1989-10-07,349.9
1646,1989-10-14,349.7
1647,1989-10-21,350.2
1648,1989-10-28,350.4
1649,1989-11-04,350.6
1650,1989-11-11,351.2
1651,1989-11-18,351.6
1652,1989-11-25,351.4
1653,1989-12-02,352.0
1654,1989-12-09,352.1
1655,1989-12-16,352.4
1656,1989-12-23,352.5
1657,1989-12-30,353.4
1658,1990-01-06,353.4
1659,1990-01-13,353.5
1660,1990-01-20,353.8
1661,1990-01-27,353.9
1662,1990-02-03,354.1
1663,1990-02-10,355.0
1664,1990-02-17,354.8
1665,1990-02-24,354.7
1666,1990-03-03,355.7
1667,1990-03-10,354.9
1668,1990-03-17,355.8
1669,1990-03-24,355.1
1670,1990-03-31,355.9
1671,1990-04-07,356.1
1672,1990-04-14,355.9
1673,1990-04-21,356.6
1674,1990-04-28,356.1
1675,1990-05-05,357.3
1676,1990-05-12,357.0
1677,1990-05-19,356.9
1678,1990-05-26,357.1
1679,1990-06-02,357.0
1680,1990-06-09,356.6
1681,1990-06-16,355.6
1682,1990-06-23,355.5
1683,1990-06-30,355.7
1684,1990-07-07,355.5
1685,1990-07-14,354.0
1686,1990-07-21,354.5
1687,1990-07-28,354.7
1688,1990-08-04,353.5
1689,1990-08-11,353.2
1690,1990-08-18,352.9
1691,1990-08-25,352.0
1692,1990-09-01,350.9
1693,1990-09-08,350.7
1694,1990-09-15,351.3
1695,1990-09-22,350.9
1696,1990-09-29,350.9
1697,1990-10-06,351.1
1698,1990-10-13,351.0
1699,1990-10-20,351.4
1700,1990-10-27,351.4
1701,1990-11-03,352.1
1702,1990-11-10,352.6
1703,1990-11-17,353.0
1704,1990-11-24,353.1
1705,1990-12-01,353.6
1706,1990-12-08,354.0
1707,1990-12-15,353.8
1708,1990-12-22,354.5
1709,1990-12-29,354.8
1710,1991-01-05,354.2
1711,1991-01-12,354.7
1712,1991-01-19,354.8
1713,1991-01-26,355.0
1714,1991-02-02,355.2
1715,1991-02-09,355.2
1716,1991-02-16,356.4
1717,1991-02-23,355.8
1718,1991-03-02,356.4
1719,1991-03-09,357.2
1720,1991-03-16,357.6
1721,1991-03-23,356.9
1722,1991-03-30,357.9
1723,1991-04-06,358.3
1724,1991-04-13,357.8
1725,1991-04-20,359.1
1726,1991-04-27,359.2
1727,1991-05-04,359.1
1728,1991-05-11,358.9
1729,1991-05-18,360.0
1730,1991-05-25,359.0
1731,1991-06-01,358.5
1732,1991-06-08,358.4
1733,1991-06-15,358.2
1734,1991-06-22,358.1
1735,1991-06-29,357.7
1736,1991-07-06,357.2
1737,1991-07-13,356.5
1738,1991-07-20,355.2
1739,1991-07-27,355.3
1740,1991-08-03,354.8
1741,1991-08-10,354.6
1742,1991-08-17,353.7
1743,1991-08-24,353.0
1744,1991-08-31,353.2
1745,1991-09-07,353.0
1746,1991-09-14,352.1
1747,1991-09-21,351.8
1748,1991-09-28,351.6
1749,1991-10-05,351.7
1750,1991-10-12,352.1
1751,1991-10-19,352.5
1752,1991-10-26,352.7
1753,1991-11-02,353.4
1754,1991-11-09,353.7
1755,1991-11-16,353.5
1756,1991-11-23,353.8
1757,1991-11-30,354.3
1758,1991-12-07,354.5
1759,1991-12-14,354.9
1760,1991-12-21,355.2
1761,1991-12-28,355.5
1762,1992-01-04,355.6
1763,1992-01-11,356.0
1764,1992-01-18,356.1
1765,1992-01-25,355.9
1766,1992-02-01,356.0
1767,1992-02-08,356.7
1768,1992-02-15,357.3
1769,1992-02-22,356.9
1770,1992-02-29,356.5
1771,1992-03-07,357.3
1772,1992-03-14,357.8
1773,1992-03-21,358.1
1774,1992-03-28,358.4
1775,1992-04-04,358.5
1776,1992-04-11,358.9
1777,1992-04-18,359.7
1778,1992-04-25,359.2
1779,1992-05-02,359.6
1780,1992-05-09,359.7
1781,1992-05-16,358.6
1782,1992-05-23,359.6
1783,1992-05-30,360.2
1784,1992-06-06,360.0
1785,1992-06-13,359.4
1786,1992-06-20,358.7
1787,1992-06-27,358.4
1788,1992-07-04,358.4
1789,1992-07-11,357.2
1790,1992-07-18,356.3
1791,1992-07-25,356.1
1792,1992-08-01,354.9
1793,1992-08-08,355.3
1794,1992-08-15,355.3
1795,1992-08-22,354.5
1796,1992-08-29,354.3
1797,1992-09-05,353.5
1798,1992-09-12,353.6
1799,1992-09-19,352.3
1800,1992-09-26,352.7
1801,1992-10-03,353.6
1802,1992-10-10,353.3
1803,1992-10-17,353.2
1804,1992-10-24,353.5
1805,1992-10-31,353.5
1806,1992-11-07,353.9
1807,1992-11-14,353.8
1808,1992-11-21,354.5
1809,1992-11-28,354.6
1810,1992-12-05,354.8
1811,1992-12-12,355.3
1812,1992-12-19,355.4
1813,1992-12-26,355.9
1814,1993-01-02,356.2
1815,1993-01-09,356.9
1816,1993-01-16,356.7
1817,1993-01-23,356.6
1818,1993-01-30,357.0
1819,1993-02-06,356.6
1820,1993-02-13,357.2
1821,1993-02-20,357.3
1822,1993-02-27,357.6
1823,1993-03-06,358.3
1824,1993-03-13,358.5
1825,1993-03-20,358.1
1826,1993-03-27,358.8
1827,1993-04-03,359.1
1828,1993-04-10,358.8
1829,1993-04-17,359.4
1830,1993-04-24,360.0
1831,1993-05-01,359.6
1832,1993-05-08,359.7
1833,1993-05-15,360.7
1834,1993-05-22,360.6
1835,1993-05-29,360.3
1836,1993-06-05,359.7
1837,1993-06-12,359.9
1838,1993-06-19,359.3
1839,1993-06-26,359.1
1840,1993-07-03,357.9
1841,1993-07-10,358.0
1842,1993-07-17,358.1
1843,1993-07-24,356.6
1844,1993-07-31,356.5
1845,1993-08-07,355.8
1846,1993-08-14,355.9
1847,1993-08-21,354.9
1848,1993-08-28,354.7
1849,1993-09-04,354.3
1850,1993-09-11,353.2
1851,1993-09-18,353.8
1852,1993-09-25,353.8
1853,1993-10-02,353.8
1854,1993-10-09,353.8
1855,1993-10-16,354.0
1856,1993-10-23,354.4
1857,1993-10-30,354.3
1858,1993-11-06,354.7
1859,1993-11-13,355.1
1860,1993-11-20,355.6
1861,1993-11-27,356.0
1862,1993-12-04,356.2
1863,1993-12-11,356.5
1864,1993-12-18,356.9
1865,1993-12-25,357.5
1866,1994-01-01,358.1
1867,1994-01-08,358.1
1868,1994-01-15,358.4
1869,1994-01-22,358.3
1870,1994-01-29,358.7
1871,1994-02-05,358.4
1872,1994-02-12,358.6
1873,1994-02-19,359.0
1874,1994-02-26,359.6
1875,1994-03-05,358.7
1876,1994-03-12,359.8
1877,1994-03-19,360.4
1878,1994-03-26,360.8
1879,1994-04-02,360.6
1880,1994-04-09,361.0
1881,1994-04-16,361.0
1882,1994-04-23,361.3
1883,1994-04-30,362.2
1884,1994-05-07,361.6
1885,1994-05-14,361.4
1886,1994-05-21,361.7
1887,1994-05-28,361.9
1888,1994-06-04,361.0
1889,1994-06-11,361.0
1890,1994-06-18,360.9
1891,1994-06-25,360.7
1892,1994-07-02,360.2
1893,1994-07-09,359.9
1894,1994-07-16,359.4
1895,1994-07-23,359.0
1896,1994-07-30,358.8
1897,1994-08-06,358.1
1898,1994-08-13,357.5
1899,1994-08-20,357.6
1900,1994-08-27,356.3
1901,1994-09-03,356.4
1902,1994-09-10,356.4
1903,1994-09-17,355.4
1904,1994-09-24,355.5
1905,1994-10-01,355.4
1906,1994-10-08,355.8
1907,1994-10-15,356.0
1908,1994-10-22,356.3
1909,1994-10-29,356.6
1910,1994-11-05,356.9
1911,1994-11-12,357.4
1912,1994-11-19,357.9
1913,1994-11-26,358.1
1914,1994-12-03,358.4
1915,1994-12-10,359.1
1916,1994-12-17,359.2
1917,1994-12-24,359.1
1918,1994-12-31,359.5
1919,1995-01-07,359.6
1920,1995-01-14,360.2
1921,1995-01-21,360.1
1922,1995-01-28,360.0
1923,1995-02-04,360.6
1924,1995-02-11,361.0
1925,1995-02-18,360.8
1926,1995-02-25,361.3
1927,1995-03-04,362.2
1928,1995-03-11,361.2
1929,1995-03-18,360.9
1930,1995-03-25,362.0
1931,1995-04-01,363.8
1932,1995-04-08,363.4
1933,1995-04-15,363.3
1934,1995-04-22,362.8
1935,1995-04-29,363.5
1936,1995-05-06,363.2
1937,1995-05-13,364.1
1938,1995-05-20,364.1
1939,1995-05-27,363.4
1940,1995-06-03,363.9
1941,1995-06-10,363.4
1942,1995-06-17,362.9
1943,1995-06-24,362.8
1944,1995-07-01,362.5
1945,1995-07-08,362.2
1946,1995-07-15,361.9
1947,1995-07-22,361.5
1948,1995-07-29,360.9
1949,1995-08-05,360.4
1950,1995-08-12,359.2
1951,1995-08-19,358.7
1952,1995-08-26,359.2
1953,1995-09-02,357.3
1954,1995-09-09,358.5
1955,1995-09-16,358.5
1956,1995-09-23,358.2
1957,1995-09-30,357.5
1958,1995-10-07,357.6
1959,1995-10-14,357.6
1960,1995-10-21,358.0
1961,1995-10-28,358.2
1962,1995-11-04,359.1
1963,1995-11-11,359.4
1964,1995-11-18,359.6
1965,1995-11-25,359.8
1966,1995-12-02,360.1
1967,1995-12-09,360.4
1968,1995-12-16,360.5
1969,1995-12-23,360.8
1970,1995-12-30,361.7
1971,1996-01-06,361.8
1972,1996-01-13,362.0
1973,1996-01-20,362.1
1974,1996-01-27,362.2
1975,1996-02-03,362.6
1976,1996-02-10,363.1
1977,1996-02-17,363.0
1978,1996-02-24,364.0
1979,1996-03-02,363.8
1980,1996-03-09,363.6
1981,1996-03-16,364.1
1982,1996-03-23,364.5
1983,1996-03-30,364.3
1984,1996-04-06,364.5
1985,1996-04-13,364.8
1986,1996-04-20,364.4
1987,1996-04-27,365.1
1988,1996-05-04,364.9
1989,1996-05-11,365.3
1990,1996-05-18,365.7
1991,1996-05-25,365.4
1992,1996-06-01,364.8
1993,1996-06-08,365.1
1994,1996-06-15,365.2
1995,1996-06-22,365.0
1996,1996-06-29,364.3
1997,1996-07-06,364.1
1998,1996-07-13,363.7
1999,1996-07-20,363.3
2000,1996-07-27,362.8
2001,1996-08-03,361.7
2002,1996-08-10,362.1
2003,1996-08-17,361.2
2004,1996-08-24,360.8
2005,1996-08-31,360.8
2006,1996-09-07,359.8
2007,1996-09-14,359.8
2008,1996-09-21,359.0
2009,1996-09-28,359.0
2010,1996-10-05,359.4
2011,1996-10-12,359.5
2012,1996-10-19,359.8
2013,1996-10-26,359.8
2014,1996-11-02,359.9
2015,1996-11-09,360.5
2016,1996-11-16,360.7
2017,1996-11-23,361.2
2018,1996-11-30,361.4
2019,1996-12-07,361.9
2020,1996-12-14,362.6
2021,1996-12-21,362.4
2022,1996-12-28,362.6
2023,1997-01-04,362.9
2024,1997-01-11,363.0
2025,1997-01-18,363.1
2026,1997-01-25,363.5
2027,1997-02-01,363.2
2028,1997-02-08,364.1
2029,1997-02-15,364.0
2030,1997-02-22,364.2
2031,1997-03-01,364.5
2032,1997-03-08,364.1
2033,1997-03-15,364.1
2034,1997-03-22,364.7
2035,1997-03-29,365.4
2036,1997-04-05,365.8
2037,1997-04-12,366.2
2038,1997-04-19,366.6
2039,1997-04-26,366.7
2040,1997-05-03,366.7
2041,1997-05-10,366.8
2042,1997-05-17,367.0
2043,1997-05-24,366.6
2044,1997-05-31,366.3
2045,1997-06-07,365.7
2046,1997-06-14,365.6
2047,1997-06-21,365.5
2048,1997-06-28,365.1
2049,1997-07-05,365.0
2050,1997-07-12,364.6
2051,1997-07-19,364.1
2052,1997-07-26,363.8
2053,1997-08-02,363.3
2054,1997-08-09,363.3
2055,1997-08-16,362.6
2056,1997-08-23,361.5
2057,1997-08-30,361.6
2058,1997-09-06,360.6
2059,1997-09-13,360.2
2060,1997-09-20,360.0
2061,1997-09-27,359.8
2062,1997-10-04,360.5
2063,1997-10-11,360.4
2064,1997-10-18,361.0
2065,1997-10-25,361.1
2066,1997-11-01,361.7
2067,1997-11-08,362.1
2068,1997-11-15,362.0
2069,1997-11-22,362.6
2070,1997-11-29,363.5
2071,1997-12-06,363.9
2072,1997-12-13,363.9
2073,1997-12-20,364.2
2074,1997-12-27,365.0
2075,1998-01-03,365.2
2076,1998-01-10,365.3
2077,1998-01-17,365.3
2078,1998-01-24,365.3
2079,1998-01-31,365.6
2080,1998-02-07,366.0
